"rt","response","screen_id","trial_type","trial_index","time_elapsed","internal_node_id","start_time","n_Prac","success","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","question_order","stage","s","word","word_id","phase","a_cor","a_real","a_ava","trial","tps","task_type","block_typ","pic_typ","block_id","cum_r","a","r","plugin_name"
"21601","{""sub_id"":""1"",""task_type"":""task1"",""name"":""李华"",""gender"":""男""}","basic_info","survey-html-form","0","21605","0.0-0.0","18:00:05","3","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","preload","1","22823","0.0-1.0-0.0","18:00:05","3","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","","","preload","2","23105","0.0-1.0-1.0","18:00:05","3","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","","","fullscreen","3","26600","0.0-1.0-2.0","18:00:05","3","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"47879","","instruct","instructions","4","74481","0.0-1.0-3.0-0.0","18:00:05","3","","","","","","[{""page_index"":0,""viewing_time"":16356},{""page_index"":1,""viewing_time"":3615},{""page_index"":0,""viewing_time"":13981},{""page_index"":1,""viewing_time"":4170},{""page_index"":2,""viewing_time"":9758}]","","","","","","","","","","","","","","","","","","","",""
"12171","{""Q0"":"""",""task1"":""<span style='font-size: 24px'>学习图片和数字的对应关系</span>"",""task2"":""<span style='font-size: 24px'> 数字键1-3 </span>"",""task3"":""<span style='font-size: 24px'> 看到图片选出正确对应的数字 </span>""}","question","survey-multi-choice","5","86653","0.0-1.0-3.0-1.0","18:00:05","3","","","","","","","","[0,1,2,3]","","","","","","","","","","","","","","","","","",""
"3548"," ","inst_q","html-keyboard-response","6","90204","0.0-1.0-3.0-2.0","18:00:05","3","","","","","","","inst","","1","","","","","","","","","","","","","","","","",""
"7066","","instruct","instructions","7","97272","0.0-1.0-3.1-0.1","18:00:05","3","","","","","","[{""page_index"":0,""viewing_time"":3868},{""page_index"":1,""viewing_time"":1375},{""page_index"":2,""viewing_time"":1822}]","","","","","","","","","","","","","","","","","","","",""
"12600","{""Q0"":"""",""task1"":""<span style='font-size: 24px'>学习图片和数字的对应关系</span>"",""task2"":""<span style='font-size: 24px'> 数字键1-3 </span>"",""task3"":""<span style='font-size: 24px'> 猜测Queen Elizabeth住在哪一栋房子里 </span>""}","question","survey-multi-choice","8","109873","0.0-1.0-3.1-1.1","18:00:05","3","","","","","","","","[0,1,2,3]","","","","","","","","","","","","","","","","","",""
"2082"," ","inst_q","html-keyboard-response","9","111957","0.0-1.0-3.1-2.1","18:00:05","3","","","","","","","inst","","1","","","","","","","","","","","","","","","","",""
"9877","","instruct","instructions","10","121834","0.0-1.0-3.2-0.2","18:00:05","3","","","","","","[{""page_index"":0,""viewing_time"":1965},{""page_index"":1,""viewing_time"":3885},{""page_index"":2,""viewing_time"":4027}]","","","","","","","","","","","","","","","","","","","",""
"8459","{""Q0"":"""",""task1"":""<span style='font-size: 24px'>学习图片和数字的对应关系</span>"",""task2"":""<span style='font-size: 24px'> 图片下方标注为可用的数字键（数字键1-3或0-9） </span>"",""task3"":""<span style='font-size: 24px'> 看到图片选出正确对应的数字 </span>""}","question","survey-multi-choice","11","130295","0.0-1.0-3.2-1.2","18:00:05","3","","","","","","","","[0,1,2,3]","","","","","","","","","","","","","","","","","",""
"2672"," ","inst_q","html-keyboard-response","12","132970","0.0-1.0-3.2-2.2","18:00:05","3","","","","","","","inst","","1","","","","","","","","","","","","","","","","",""
"","","","preload","13","133175","0.0-1.0-4.0-0.0","18:00:05","3","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"3034"," ","","html-keyboard-response","14","136205","0.0-1.0-4.0-1.0","18:00:05","3","","","","","","","<div style='font-size: 32px; text-align: center;'
                    <p>请学习图片和数字之间的对应关系</p>
                    <p>我们将<span style='color: blue'><b> 告诉 </b></span>您选择的对错。请根据反馈学习。</p>
                    <p>请按""空格""继续实验。</p></div>","","","","","","","","","","","","","","","","","","",""
"8588"," ","inst","html-keyboard-response","15","144794","0.0-1.0-4.0-2.0","18:00:05","3","","","","","","","<img class='instruct_stim' src=""instruction/prac3.PNG""></div>","","","","","","","","","","","","","","","","","","",""
"null","null","fixation","html-keyboard-response","16","145295","0.0-1.0-4.0-3.0-0.0","18:00:05","3","","","","","","","fixation","","","","","","","","","","","","","","","","","","",""
"1678","2","pic_response","html-keyboard-response","17","146975","0.0-1.0-4.0-3.0-1.0","18:00:05","3","","","","","","","<div>
            <img class='stim' src=""pictures/prac/0.jpg""></div><div class=""button_prompt"">
                        <b>请用数字键1-3回答</b>
                        </div>","","","","","","","","","","","","","","","","","","",""
"1678","null","sub_response","html-keyboard-response","18","147981","0.0-1.0-4.0-3.0-2.0","18:00:05","3","","","","","","","<div style='text-align: center;'>
                            <span style=""color: red; font-size: 40px""><b>错误！+0 pts</b></span></div>
                            ","","learn","0","0","0","learn","0","0","[0, 1, 2]","0","0","setsize","99","prac","0","0","1","0",""
"null","null","fixation","html-keyboard-response","19","148483","0.0-1.0-4.0-3.0-0.1","18:00:05","3","","","","","","","fixation","","","","","","","","","","","","","","","","","","",""
"2141","2","pic_response","html-keyboard-response","20","150625","0.0-1.0-4.0-3.0-1.1","18:00:05","3","","","","","","","<div>
            <img class='stim' src=""pictures/prac/1.jpg""></div><div class=""button_prompt"">
                        <b>请用数字键1-3回答</b>
                        </div>","","","","","","","","","","","","","","","","","","",""
"2141","null","sub_response","html-keyboard-response","21","151633","0.0-1.0-4.0-3.0-2.1","18:00:05","3","","","","","","","<div style='text-align: center;'>
                            <span style=""color: red; font-size: 40px""><b>错误！+0 pts</b></span></div>
                            ","","learn","1","1","1","learn","0","0","[0, 1, 2]","1","0","setsize","99","prac","0","0","1","0",""
"null","null","fixation","html-keyboard-response","22","152139","0.0-1.0-4.0-3.0-0.2","18:00:05","3","","","","","","","fixation","","","","","","","","","","","","","","","","","","",""
"1473","1","pic_response","html-keyboard-response","23","153612","0.0-1.0-4.0-3.0-1.2","18:00:05","3","","","","","","","<div>
            <img class='stim' src=""pictures/prac/2.jpg""></div><div class=""button_prompt"">
                        <b>请用数字键1-3回答</b>
                        </div>","","","","","","","","","","","","","","","","","","",""
"1473","null","sub_response","html-keyboard-response","24","154617","0.0-1.0-4.0-3.0-2.2","18:00:05","3","","","","","","","<div style='text-align: center;'>
                            <span style=""color: red; font-size: 40px""><b>错误！+0 pts</b></span></div>
                            ","","learn","2","2","2","learn","2","2","[0, 1, 2]","2","0","setsize","99","prac","0","0","0","0",""
"null","null","fixation","html-keyboard-response","25","155120","0.0-1.0-4.0-3.0-0.3","18:00:05","3","","","","","","","fixation","","","","","","","","","","","","","","","","","","",""
"1741","1","pic_response","html-keyboard-response","26","156862","0.0-1.0-4.0-3.0-1.3","18:00:05","3","","","","","","","<div>
            <img class='stim' src=""pictures/prac/0.jpg""></div><div class=""button_prompt"">
                        <b>请用数字键1-3回答</b>
                        </div>","","","","","","","","","","","","","","","","","","",""
"1741","null","sub_response","html-keyboard-response","27","157868","0.0-1.0-4.0-3.0-2.3","18:00:05","3","","","","","","","<div style='text-align: center;'>
                            <span style=""color: green; font-size: 40px""><b>正确！+1 pts</b></span></div>
                            ","","learn","0","0","0","learn","0","0","[0, 1, 2]","3","1","setsize","99","prac","0","1","0","1",""
"null","null","fixation","html-keyboard-response","28","158374","0.0-1.0-4.0-3.0-0.4","18:00:05","3","","","","","","","fixation","","","","","","","","","","","","","","","","","","",""
"1820","3","pic_response","html-keyboard-response","29","160195","0.0-1.0-4.0-3.0-1.4","18:00:05","3","","","","","","","<div>
            <img class='stim' src=""pictures/prac/1.jpg""></div><div class=""button_prompt"">
                        <b>请用数字键1-3回答</b>
                        </div>","","","","","","","","","","","","","","","","","","",""
"1820","null","sub_response","html-keyboard-response","30","161201","0.0-1.0-4.0-3.0-2.4","18:00:05","3","","","","","","","<div style='text-align: center;'>
                            <span style=""color: red; font-size: 40px""><b>错误！+0 pts</b></span></div>
                            ","","learn","1","1","1","learn","0","0","[0, 1, 2]","4","1","setsize","99","prac","0","0","2","0",""
"null","null","fixation","html-keyboard-response","31","161711","0.0-1.0-4.0-3.0-0.5","18:00:05","3","","","","","","","fixation","","","","","","","","","","","","","","","","","","",""
"1254","3","pic_response","html-keyboard-response","32","162966","0.0-1.0-4.0-3.0-1.5","18:00:05","3","","","","","","","<div>
            <img class='stim' src=""pictures/prac/2.jpg""></div><div class=""button_prompt"">
                        <b>请用数字键1-3回答</b>
                        </div>","","","","","","","","","","","","","","","","","","",""
"1254","null","sub_response","html-keyboard-response","33","163976","0.0-1.0-4.0-3.0-2.5","18:00:05","3","","","","","","","<div style='text-align: center;'>
                            <span style=""color: green; font-size: 40px""><b>正确！+1 pts</b></span></div>
                            ","","learn","2","2","2","learn","2","2","[0, 1, 2]","5","1","setsize","99","prac","0","1","2","1",""
"","","","preload","34","163980","0.0-1.0-4.1-0.1","18:00:05","3","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"3139"," ","","html-keyboard-response","35","167120","0.0-1.0-4.1-1.1","18:00:05","3","","","","","","","<div style='font-size: 32px; text-align: center;'
                    <p>请学习图片和数字之间的对应关系</p>
                    <p>我们将<span style='color: blue'><b> 告诉 </b></span>您选择的对错。请根据反馈学习。</p>
                    <p>请按""空格""继续实验。</p></div>","","","","","","","","","","","","","","","","","","",""
"2773"," ","inst","html-keyboard-response","36","169893","0.0-1.0-4.1-2.1","18:00:05","3","","","","","","","<img class='instruct_stim' src=""instruction/prac3.PNG""></div>","","","","","","","","","","","","","","","","","","",""
"null","null","fixation","html-keyboard-response","37","170398","0.0-1.0-4.1-3.1-0.6","18:00:05","3","","","","","","","fixation","","","","","","","","","","","","","","","","","","",""
"2083","1","pic_response","html-keyboard-response","38","172482","0.0-1.0-4.1-3.1-1.6","18:00:05","3","","","","","","","<div>
            <img class='stim' src=""pictures/prac/0.jpg""></div><div class=""button_prompt"">
                        <b>请用数字键1-3回答</b>
                        </div>","","","","","","","","","","","","","","","","","","",""
"2083","null","sub_response","html-keyboard-response","39","173489","0.0-1.0-4.1-3.1-2.6","18:00:05","3","","","","","","","<div style='text-align: center;'>
                            <span style=""color: green; font-size: 40px""><b>正确！+1 pts</b></span></div>
                            ","","learn","0","0","0","learn","0","0","[0, 1, 2]","0","0","setsize","99","prac","0","2","0","1",""
"null","null","fixation","html-keyboard-response","40","174001","0.0-1.0-4.1-3.1-0.7","18:00:05","3","","","","","","","fixation","","","","","","","","","","","","","","","","","","",""
"2303","3","pic_response","html-keyboard-response","41","176306","0.0-1.0-4.1-3.1-1.7","18:00:05","3","","","","","","","<div>
            <img class='stim' src=""pictures/prac/1.jpg""></div><div class=""button_prompt"">
                        <b>请用数字键1-3回答</b>
                        </div>","","","","","","","","","","","","","","","","","","",""
"2303","null","sub_response","html-keyboard-response","42","177307","0.0-1.0-4.1-3.1-2.7","18:00:05","3","","","","","","","<div style='text-align: center;'>
                            <span style=""color: red; font-size: 40px""><b>错误！+0 pts</b></span></div>
                            ","","learn","1","1","1","learn","0","0","[0, 1, 2]","1","0","setsize","99","prac","0","0","2","0",""
